,Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code,Idx
305,واعتبار,سرمایه گذاری اعتبار ایران,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Iran Motorcycle,IRO1IDOC0007,IDOC,IDOC1,IRO1IDOC0001,56,5699,3,1306
306,والبر,سرمایه  گذاری  البرز(هلدینگ,بورس,بازار اول (تابلوی اصلی) بورس,مواد و محصولات دارویی,تولید سایر محصولات دارویی,-,S*Alborz Inv.,IRO1ALBZ0003,ALBZ,ALBZ1,IRO1ALBZ0001,43,4399,1,1307
307,وامید,گروه مدیریت سرمایه گذاری امید,بورس,بازار اول (تابلوی فرعی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Omid Inv. Mng.,IRO1OIMC0006,OIMC,OIMC1,IRO1OIMC0001,39,3999,3,1308
308,وایران,لیزینگ ایرانیان,بورس,بازار اول (تابلوی اصلی) بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Iranian Lizing,IRO1LIRZ0007,LIRZ,LIRZ1,IRO1LIRZ0001,58,5891,1,1309
309,وبانک,سرمایه گذاری گروه توسعه ملی,بورس,بازار اول (تابلوی اصلی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Bank Melli Inv.,IRO1BANK0008,BANK,BANK1,IRO1BANK0001,39,3999,1,1310
310,وبشهر,توسعه  صنایع  بهشهر(هلدینگ,بورس,بازار اول (تابلوی اصلی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,زیر گروه سایر محصولات غذایی,-,S*Behshahr Inv.,IRO1TSBE0000,TSBE,TSBE1,IRO1TSBE0001,42,4299,1,1311
311,وبصادر,بانک صادرات ایران,بورس,بازار دوم بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Saderat Bank,IRO1BSDR0003,BSDR,BSDR1,IRO1BSDR0001,57,5719,5,1312
312,وبملت,بانک ملت,بورس,بازار اول (تابلوی اصلی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,S*Mellat Bank,IRO1BMLT0007,BMLT,BMLT1,IRO1BMLT0001,57,5719,1,1313
313,وبهمن,سرمایه گذاری بهمن,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Bahman Inv.,IRO1SBAH0008,SBAH,SBAH1,IRO1SBAH0001,56,5699,1,1314
314,وبوعلی,سرمایه گذاری بوعلی,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Buali Inv.,IRO1BALI0004,BALI,BALI1,IRO1BALI0001,56,5699,1,1315
315,وبیمه,سرمایه  گذاری  صنعت  بیمه,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Insurance Inv.,IRO1BIME0009,BIME,BIME1,IRO1BIME0001,56,5699,1,1316
316,وپارس,بانک پارسیان,بورس,بازار دوم بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Parsian Bank,IRO1BPAR0009,BPAR,BPAR1,IRO1BPAR0001,57,5719,5,1317
317,وپاسار,بانک پاسارگاد,بورس,بازار اول (تابلوی فرعی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,S*Pasargad Bank,IRO1BPAS0008,BPAS,BPAS1,IRO1BPAS0001,57,5719,3,1318
318,وپترو,سرمایه گذاری صنایع پتروشیمی,بورس,بازار اول (تابلوی اصلی) بورس,محصولات شیمیایی,تولید محصولات شیمیایی دیگر,-,Petro. Inv.,IRO1PETR0005,PETR,PETR1,IRO1PETR0001,44,4499,1,1319
319,وپخش,داروپخش  (هلدینگ,بورس,بازار اول (تابلوی فرعی) بورس,مواد و محصولات دارویی,تولید سایر محصولات دارویی,-,Daroupakhsh,IRO1DARO0008,DARO,DARO1,IRO1DARO0001,43,4399,3,1320
320,وپست,پست بانک ایران,بورس,بازار دوم بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Post Bank,IRO1BPST0007,BPST,BPST1,IRO1BPST0001,57,5719,5,1321
321,وتجارت,بانک تجارت,بورس,بازار اول (تابلوی فرعی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,S*Tejarat Bank,IRO1BTEJ0001,BTEJ,BTEJ1,IRO1BTEJ0001,57,5719,3,1322
322,وتوس,توسعه شهری توس گستر,بورس,بازار اول (تابلوی فرعی) بورس,انبوه سازی، املاک و مستغلات,سایر فعالیت های املاک و مستغلات,-,Toosgostar Inv.,IRO1TGOS0003,TGOS,TGOS1,IRO1TGOS0001,70,7099,3,1323
323,وتوسم,سرمایه گذاری توسعه ملی,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Tosee Melli Inv,IRO1TMEL0004,TMEL,TMEL1,IRO1TMEL0001,56,5699,3,1324
324,وتوشه,سرمایه گذاری پارس  توشه,بورس,بازار اول (تابلوی اصلی) بورس,ماشین آلات و تجهیزات,تولید سایر ماشین آلات و تجهیزات,-,Pars Tousheh,IRO1TSHE0004,TSHE,TSHE1,IRO1TSHE0001,29,2999,1,1325
325,وتوصا,گروه س توسعه صنعتی ایران,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Iran Ind. Dev.,IRO1TOSA0009,TOSA,TOSA1,IRO1TOSA0001,56,5699,1,1326
326,وتوکا,سرمایه گذاری توکافولاد(هلدینگ,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,استخراج سایر فلزات اساسی,-,Tukafoolad Inv.,IRO1TOKA0007,TOKA,TOKA1,IRO1TOKA0001,27,2799,1,1327
327,وخارزم,سرمایه گذاری خوارزمی,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,S*Kharazmy Invest,IRO1IKHR0000,IKHR,IKHR1,IRO1IKHR0001,56,5699,1,1328
328,وخاور,بانک خاورمیانه,بورس,بازار دوم بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Bank of M.E.,IRO1BKHZ0007,BKHZ,BKHZ1,IRO1BKHZ0001,57,5719,5,1329
329,ورنا,سرمایه گذاری  رنا(هلدینگ,بورس,بازار اول (تابلوی اصلی) بورس,خودرو و ساخت قطعات,سایر قطعات یدکی و وسایل نقلیه موتوری,-,Rena Investment,IRO1RENA0008,RENA,RENA1,IRO1RENA0001,34,3499,1,1330
330,وساپا,سرمایه گذاری  سایپا,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,S*Saipa Inv.,IRO1SSAP0009,SSAP,SSAP1,IRO1SSAP0001,56,5699,1,1331
331,وساخت,سرمایه گذاری ساختمان ایران,بورس,بازار اول (تابلوی اصلی) بورس,انبوه سازی، املاک و مستغلات,سایر فعالیت های املاک و مستغلات,-,Iran Const. Inv,IRO1SAKH0007,SAKH,SAKH1,IRO1SAKH0001,70,7099,1,1332
332,وساربیل,شرکت س استان اردبیل,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Ardebil Inv.,IRO1OS030001,OS03,OS031,IRO1OS030001,56,5699,5,1333
333,وساشرقی,شرکت س استان آذربایجان شرقی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,AzarSharghi Inv.,IRO1OS010003,OS01,OS011,IRO1OS010001,56,5699,5,1334
334,وساغربی,شرکت س استان آذربایجان غربی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,AzarbyjnGharbi Inv,IRO1OS020002,OS02,OS021,IRO1OS020001,56,5699,5,1335
335,وسبوشهر,شرکت س استان بوشهر,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Boushehr Inv.,IRO1OS060008,OS06,OS061,IRO1OS060001,56,5699,5,1336
336,وسپه,سرمایه گذاری  سپه,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Sepah Inv.,IRO1SPAH0002,SPAH,SPAH1,IRO1SPAH0001,56,5699,1,1337
337,وسخراج,شرکت س استان خراسان جنوبی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,KhorasanJonobi Inv,IRO1OS090005,OS09,OS091,IRO1OS090001,56,5699,5,1338
338,وسخراش,شرکت س استان خراسان شمالی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Khorasan Shomali I,IRO1OS110001,OS11,OS111,IRO1OS110001,56,5699,5,1339
339,وسخوز,شرکت س استان خوزستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Khozestan Inv.,IRO1OS120000,OS12,OS121,IRO1OS120001,56,5699,5,1340
340,وسرضوی,س.سهام عدالت استان خراسان رضوی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,KhorasanRazavi Inv,IRO1OS100002,OS10,OS101,IRO1OS100001,56,5699,5,1341
341,وسزنجان,شرکت س استان زنجان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Zanjan Inv.,IRO1OS130009,OS13,OS131,IRO1OS130001,56,5699,5,1342
342,وسصفا,شرکت س استان اصفهان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Isfahan Inv.,IRO1OS040000,OS04,OS041,IRO1OS040001,56,5699,5,1343
343,وسفارس,شرکت س استان فارس,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Fars Inv.,IRO1OS160006,OS16,OS161,IRO1OS160001,56,5699,5,1344
344,وسقم,شرکت س استان قم,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Qom Inv.,IRO1OS180004,OS18,OS181,IRO1OS180001,56,5699,5,1345
345,وسکاب,س.ص.بازنشستگی کارکنان بانکها,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Banks Employees,IRO1SKBV0008,SKBV,SKBV1,IRO1SKBV0001,56,5699,1,1346
346,وسکرد,شرکت س استان کردستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kordestan Inv.,IRO1OS190003,OS19,OS191,IRO1OS190001,56,5699,5,1347
347,وسکرشا,س.سهام عدالت استان کرمانشاه,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kermanshah Inv.,IRO1OS210009,OS21,OS211,IRO1OS210001,56,5699,5,1348
348,وسکرمان,س.سهام عدالت استان کرمان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kerman Inv.,IRO1OS200000,OS20,OS201,IRO1OS200001,56,5699,5,1349
349,وسکهبو,س.عدالت ا. کهگیلویه وبویراحمد,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Kohgiloyeh Inv.,IRO1OS220008,OS22,OS221,IRO1OS220001,56,5699,5,1350
350,وسگلستا,شرکت س استان گلستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Golestan Inv.,IRO1OS230007,OS23,OS231,IRO1OS230001,56,5699,5,1351
351,وسگیلا,شرکت س استان گیلان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Gilan Inv.,IRO1OS240006,OS24,OS241,IRO1OS240001,56,5699,5,1352
352,وسلرستا,شرکت س استان لرستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Lorestan Inv.,IRO1OS250005,OS25,OS251,IRO1OS250001,56,5699,5,1353
353,وسمازن,س.سهام عدالت استان مازندران,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Mazandaran Inv.,IRO1OS260004,OS26,OS261,IRO1OS260001,56,5699,5,1354
354,وسمرکز,شرکت س استان مرکزی,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Markazi Inv.,IRO1OS270003,OS27,OS271,IRO1OS270001,56,5699,5,1355
355,وسهرمز,شرکت س استان هرمزگان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Hormozgan Inv.,IRO1OS280002,OS28,OS281,IRO1OS280001,56,5699,5,1356
356,وسهمدا,شرکت س استان همدان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Hamedan Inv.,IRO1OS290001,OS29,OS291,IRO1OS290001,56,5699,5,1357
357,وسیزد,شرکت س استان یزد,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Yazd Inv.,IRO1OS300008,OS30,OS301,IRO1OS300001,56,5699,5,1358
358,وسیستا,شرکت س استان سیستان وبلوچستان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Sistan Inv.,IRO1OS150007,OS15,OS151,IRO1OS150001,56,5699,5,1359
359,وسیلام,شرکت س استان ایلام,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Ilam Inv.,IRO1OS050009,OS05,OS051,IRO1OS050001,56,5699,5,1360
360,وسینا,بانک سینا,بورس,بازار اول (تابلوی فرعی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Sina Fin. Ins.,IRO1VSIN0008,VSIN,VSIN1,IRO1VSIN0001,57,5719,3,1361
361,وصنا,گروه صنایع بهشهرایران,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Behshahr Group,IRO1GBEH0008,GBEH,GBEH1,IRO1GBEH0001,56,5699,1,1362
362,وصندوق,سرمایه گذاری صندوق بازنشستگی,بورس,بازار اول (تابلوی اصلی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Pension Fund,IRO1SAND0008,SAND,SAND1,IRO1SAND0001,39,3999,1,1363
363,وصنعت,سرمایه گذاری توسعه صنعت وتجارت,بورس,بازار اول (تابلوی اصلی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Ind. & Mine Inv,IRO1SNMA0007,SNMA,SNMA1,IRO1SNMA0001,56,5699,1,1364
364,وغدیر,سرمایه گذاری غدیر(هلدینگ,بورس,بازار اول (تابلوی اصلی) بورس,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,Ghadir Inv.,IRO1GDIR0000,GDIR,GDIR1,IRO1GDIR0001,39,3999,1,1365
365,وکار,بانک  کارآفرین,بورس,بازار اول (تابلوی فرعی) بورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Karafarin Bank,IRO1KRAF0000,KRAF,KRAF1,IRO1KRAF0001,57,5719,3,1366
366,وکغدیر,بین المللی توسعه ص. معادن غدیر,بورس,-,شرکتهای چند رشته ای صنعتی,شرکتهای صنعتی چند رشته ای,-,INT Ghadir mine,IRO1TMGD0002,TMGD,TMGD1,IRO1TMGD0001,39,3999,5,1367
367,ولپارس,لیزینگ پارسیان,بورس,بازار اول (تابلوی فرعی) بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Parsian leasing,IRO1LPRS0007,LPRS,LPRS1,IRO1LPRS0001,58,5891,3,1368
368,ولساپا,لیزینگ رایان  سایپا,بورس,بازار اول (تابلوی اصلی) بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,S*Rayan Saipa,IRO1RSAP0000,RSAP,RSAP1,IRO1RSAP0001,58,5891,1,1369
369,ولصنم,لیزینگ صنعت ومعدن,بورس,بازار اول (تابلوی فرعی) بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Ind. & M. L.,IRO1LSMD0006,LSMD,LSMD1,IRO1LSMD0001,58,5891,3,1370
370,ولغدر,لیزینگ خودروغدیر,بورس,بازار اول (تابلوی فرعی) بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Ghadir Kh. L.,IRO1LKGH0008,LKGH,LKGH1,IRO1LKGH0001,58,5891,3,1371
371,ولکار,لیزینگ کارآفرین,بورس,بازار دوم بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Kar Af. Leasing,IRO1LKAR0002,LKAR,LKAR1,IRO1LKAR0001,58,5891,5,1372
372,ولملت,واسپاری ملت,بورس,بازار اول (تابلوی فرعی) بورس,سایر واسطه گریهای مالی,لیزینگ مالی,-,Mellat Leasing,IRO1VLMT0003,VLMT,VLMT1,IRO1VLMT0001,58,5891,3,1373
373,ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,M Sandogh B,IRO1VMDR0005,VMDR,VMDR1,IRO1VMDR0001,56,5699,5,1374
374,ومعادن,توسعه معادن وفلزات,بورس,بازار اول (تابلوی اصلی) بورس,استخراج کانه های فلزی,استخراج سایر کانه های فلزی,-,S*Metals & Min.,IRO1MADN0004,MADN,MADN1,IRO1MADN0001,13,1399,1,1375
375,وملی,گروه  صنعتی  ملی  (هلدینگ,بورس,بازار دوم بورس,دباغی، پرداخت چرم و ساخت انواع پاپوش,سایر محصولات چرمی,-,Melli Ind. Grp.,IRO1GMEL0009,GMEL,GMEL1,IRO1GMEL0001,19,1999,5,1376
376,ومهان,گروه توسعه مالی مهرآیندگان,بورس,بازار دوم بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Mehr Ayandegan,IRO1MEAZ0009,MEAZ,MEAZ1,IRO1MEAZ0001,56,5699,5,1377
377,ونفت,سرمایه گذاری صنعت نفت,بورس,بازار اول (تابلوی اصلی) بورس,فراورده های نفتی، کک و سوخت هسته ای,سایر فراورده های نفتی و سوختی,-,Oil Ind. Inv.,IRO1NAFT0005,NAFT,NAFT1,IRO1NAFT0001,23,2399,1,1378
